subject_ID,age_in_years,gender,gender_coded,percent_comprehension,catch_trials_score,info_choice,combination_order,condition,catch_trials,fishing_choiceL,fishing_choiceR,RT_catch,RT_info_choice,RT_fishingR,RT_fishingL,agency_1,agency_2,agency_probL,agency_probR,delta_agency
3389154,9,Male,1,0.863636364,100,0,0,instrumental_5,,0,,,1592.88,,1738.225,100,50,100,50,-50
3389154,9,Male,1,0.863636364,100,0,1,instrumental_6,,0,0,,1298.085,1174.5,1367.13,100,50,50,100,50
3389154,9,Male,1,0.863636364,100,1,1,instrumental_7,,,1,,1426.23,4211.8,,100,50,50,100,50
3389154,9,Male,1,0.863636364,100,0,1,instrumental_8,,,0,,930.56,1905.885,,100,50,50,100,50
3389154,9,Male,1,0.863636364,100,1,0,instrumental_9,,1,0,,2204.74,1826.09,11666.41,100,50,100,50,-50
3389154,9,Male,1,0.863636364,100,0,1,instrumental_10,,1,0,,5314.66,3222.815,2940.815,100,50,50,100,50
3389154,9,Male,1,0.863636364,100,,0,catch_1,0,,,3621.35,,,,nan,nan,nan,nan,nan
3389154,9,Male,1,0.863636364,100,,0,catch_2,1,,,1927.2,,,,nan,nan,nan,nan,nan
3389480,11,Female,2,1,100,0,0,instrumental_1,,0,,,9765.37,,1710.12,100,50,100,50,-50
3389480,11,Female,2,1,100,1,1,instrumental_2,,,1,,3774.61,4655.42,,100,50,50,100,50
3389480,11,Female,2,1,100,0,0,instrumental_3,,1,,,994.065,,1357.075,100,50,100,50,-50
3389480,11,Female,2,1,100,0,0,instrumental_4,,0,1,,7351.145,12153.695,1580.84,100,50,100,50,-50
3389480,11,Female,2,1,100,1,1,instrumental_5,,,1,,2424.615,1272.595,,100,50,50,100,50
3389480,11,Female,2,1,100,0,1,instrumental_6,,,0,,5673.755,3957.78,,100,50,50,100,50
3389480,11,Female,2,1,100,1,0,instrumental_7,,0,0,,4013.77,4843.475,2248.195,100,50,100,50,-50
3389480,11,Female,2,1,100,0,1,instrumental_8,,,1,,1037.87,5689.035,,100,50,50,100,50
3389480,11,Female,2,1,100,0,0,instrumental_9,,0,,,3089.385,,1256.685,100,50,100,50,-50
3389480,11,Female,2,1,100,1,0,instrumental_10,,0,0,,5591.635,1108.54,1854.85,100,50,100,50,-50
3389480,11,Female,2,1,100,,0,catch_1,0,,,4628.02,,,,nan,nan,nan,nan,nan
3389480,11,Female,2,1,100,,0,catch_2,1,,,737.16,,,,nan,nan,nan,nan,nan
3390008,10,Female,2,1,100,0,0,instrumental_1,,1,0,,1049.01,26219.55,1847.45,100,50,100,50,-50
3390008,10,Female,2,1,100,0,0,instrumental_2,,1,1,,1951.71,2649.29,1482.15,100,50,100,50,-50
3390008,10,Female,2,1,100,1,1,instrumental_3,,,0,,2405.715,1417.595,,100,50,50,100,50
3390008,10,Female,2,1,100,1,0,instrumental_4,,1,0,,2883.465,1176.765,2110.815,100,50,100,50,-50
3390008,10,Female,2,1,100,1,1,instrumental_5,,,0,,1014.14,1024.46,,100,50,50,100,50
3390008,10,Female,2,1,100,0,1,instrumental_6,,,1,,8681.175,1905.07,,100,50,50,100,50
3390008,10,Female,2,1,100,0,0,instrumental_7,,1,1,,4525.985,5103.935,3316.37,100,50,100,50,-50
3390008,10,Female,2,1,100,1,0,instrumental_8,,1,,,7055.22,,4001.31,100,50,100,50,-50
3390008,10,Female,2,1,100,1,1,instrumental_9,,,0,,2572.245,837.485,,100,50,50,100,50
3390008,10,Female,2,1,100,0,1,instrumental_10,,1,0,,840.895,1320.095,1038.245,100,50,50,100,50
3390008,10,Female,2,1,100,,0,catch_1,0,,,3206.005,,,,nan,nan,nan,nan,nan
3390008,10,Female,2,1,100,,0,catch_2,1,,,962.155,,,,nan,nan,nan,nan,nan
