subject_ID,age_in_years,gender,gender_coded,info_choice,condition,catch_trials,fishing_choiceL,fishing_choiceR,RT_catch,RT_info_choice,RT_fishingR,RT_fishingL,items_countL,items_countR,agency_probL,agency_probR,EV_L,EV_R,SD_L,SD_R,uncertainty_level_L,uncertainty_level_R,delta_EV,delta_SD,delta_uncertainty_level,delta_agency,wob,avg_wob_RT,percent_comprehension,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,catch_trials_score,prop_correct_fishing
3714605,22,Male,1,1,trial_1,,,0,,3181,2612,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}","{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",50,50,-13.33333333,3.333333333,7.453559925,7.453559925,1,2,16.66666667,-8.88E-16,1,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_2,,1,1,,2754,8065,1689,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}",100,50,6.666666667,-1.666666667,7.453559925,8.975274679,3,1,-8.333333333,1.521714754,-2,-50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_3,,,0,,1402,2107,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":3,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}",50,50,-11.66666667,3.333333333,8.975274679,9.428090416,2,3,15,0.452815737,1,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_4,,0,,,2224,,2007,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}",100,0,-3.333333333,-13.33333333,9.428090416,7.453559925,3,1,-10,-1.974530491,-2,-100,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_5,,,0,,3306,2642,,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":1}","{""FishSmall"":3,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",0,100,-6.666666667,15,9.428090416,5,1,0,21.66666667,-4.428090416,-1,100,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_6,,1,,,4471,,735,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}",50,0,-5,-13.33333333,9.574271078,7.453559925,2,1,-8.333333333,-2.120711153,-1,-50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_7,,,,,4300,,,"{""FishSmall"":2,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":3}",0,0,10,-1.666666667,8.164965809,6.871842709,2,3,-11.66666667,-1.2931231,1,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_8,,,,,6660,,,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":3,""Seaweed"":2}",0,0,-1.666666667,-11.66666667,8.975274679,8.975274679,1,2,-10,0,1,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_9,,1,,,3806,,4859,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":2,""Seaweed"":1}",50,0,-5,-11.66666667,9.574271078,6.871842709,2,1,-6.666666667,-2.702428368,-1,-50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_10,,,0,,5734,1584,,"{""FishSmall"":3,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":4,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}",50,100,8.333333333,15,6.871842709,7.637626158,2,1,6.666666667,0.765783449,-1,50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,,,,,catch_1,0,,,6474,,,,"{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.7
3714605,22,Male,1,0,trial_11,,,0,,5393,4161,,"{""FishSmall"":2,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":2}",0,100,10,0,8.164965809,8.164965809,2,2,-10,0,0,100,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_12,,1,0,,3734,2305,7092,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":4,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":3,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",50,50,-3.333333333,6.666666667,9.428090416,9.428090416,0,1,10,0,1,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_13,,,0,,7647,3011,,"{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",50,100,3.333333333,3.333333333,9.428090416,7.453559925,3,2,0,-1.974530491,-1,50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_14,,0,,,1227,,5438,"{""FishSmall"":3,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}",100,0,11.66666667,8.333333333,6.871842709,8.975274679,1,3,-3.333333333,2.103431969,2,-100,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_15,,0,,,3664,,1271,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":1,""Seaweed"":1}",100,50,-5,-10,5,5.773502692,3,1,-5,0.773502692,-2,-50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_16,,1,1,,2702,2918,3127,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":1}",50,100,0,-6.666666667,11.54700538,9.428090416,4,1,-6.666666667,-2.118914968,-3,50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_17,,1,1,,2805,1935,1870,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":2,""Seaweed"":1}",100,100,-5,-11.66666667,9.574271078,6.871842709,2,1,-6.666666667,-2.702428368,-1,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_18,,,1,,4847,2976,,"{""FishSmall"":2,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":4,""Seaweed"":0}",0,100,13.33333333,-16.66666667,7.453559925,4.714045208,1,0,-30,-2.739514717,-1,100,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_19,,,,,6075,,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}","{""FishSmall"":3,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",50,0,-10,6.666666667,8.164965809,9.428090416,2,1,16.66666667,1.263124607,-1,-50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_20,,,1,,3741,1773,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":2}",50,50,-8.333333333,0,8.975274679,8.164965809,3,2,8.333333333,-0.810308869,-1,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,,,,,catch_2,1,,,1675,,,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":3,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":3,""Seaweed"":0}",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.7
3714605,22,Male,1,0,trial_21,,0,,,3024,,2262,"{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":0,""Seaweed"":2}",100,50,3.333333333,-6.666666667,9.428090416,4.714045208,3,2,-10,-4.714045208,-1,-50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_22,,,,,4390,,,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":2,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}",0,0,6.666666667,10,7.453559925,8.164965809,3,2,3.333333333,0.711405884,-1,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_23,,1,,,7251,,1075,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":4,""Seaweed"":0}","{""FishSmall"":3,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",50,0,-16.66666667,15,4.714045208,5,0,0,31.66666667,0.285954792,0,-50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_24,,,1,,1342,3092,,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}",0,50,0,-5,8.164965809,9.574271078,2,2,-5,1.409305268,0,50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_25,,0,0,,3576,3336,1083,"{""FishSmall"":2,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}",50,100,13.33333333,1.666666667,7.453559925,6.871842709,1,3,-11.66666667,-0.581717216,2,50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_26,,,,,5923,,,"{""FishSmall"":3,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":4,""Seaweed"":1}",0,0,6.666666667,-15,9.428090416,7.637626158,1,1,-21.66666667,-1.790464258,0,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_27,,,,,4083,,,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",0,0,-1.666666667,5,8.975274679,9.574271078,1,2,6.666666667,0.598996399,1,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,0,trial_28,,0,0,,2252,2229,6976,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",50,100,-1.666666667,13.33333333,6.871842709,4.714045208,3,0,15,-2.157797501,-3,50,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_29,,,,,3291,,,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":2}",0,0,8.333333333,-8.333333333,8.975274679,6.871842709,0,2,-16.66666667,-2.103431969,2,0,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714605,22,Male,1,1,trial_30,,,1,,5074,2809,,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}",0,100,0,-3.333333333,8.164965809,9.428090416,2,3,-3.333333333,1.263124607,1,100,1,1399.2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,0.7
3714606,26,Female,2,1,trial_1,,,0,,3599.45,833.3,,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",50,100,-1.666666667,5,6.871842709,9.574271078,3,2,6.666666667,2.702428368,-1,50,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_2,,0,,,1346.815,,898.055,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":0,""CanBig"":4,""Seaweed"":2}",50,0,-10,-13.33333333,8.164965809,9.428090416,2,2,-3.333333333,1.263124607,0,-50,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_3,,0,0,,762,4081.605,2125.305,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",100,100,-5,5,9.574271078,9.574271078,2,2,10,0,0,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_4,,,,,1302.515,,,"{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":2,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}",0,0,3.333333333,13.33333333,9.428090416,7.453559925,3,1,10,-1.974530491,-2,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_5,,0,0,,1351.89,2748.415,777.7,"{""FishSmall"":2,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}",50,50,13.33333333,-5,7.453559925,9.574271078,1,2,-18.33333333,2.120711153,1,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_6,,1,,,3254.68,,1174.235,"{""FishSmall"":1,""FishBig"":5,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}",0,0,18.33333333,13.33333333,3.726779962,7.453559925,0,1,-5,3.726779962,1,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_7,,0,,,3170.74,,1903.84,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}",100,0,8.333333333,-10,8.975274679,8.164965809,3,2,-18.33333333,-0.810308869,-1,-100,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_8,,0,1,,1842.91,5751.765,3637.435,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}",100,100,-13.33333333,-3.333333333,7.453559925,9.428090416,1,3,10,1.974530491,2,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_9,,0,0,,2557.665,2173.145,5769.405,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}",100,100,5,-3.333333333,9.574271078,9.428090416,2,3,-8.333333333,-0.146180662,1,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_10,,1,0,,10048.07,6129.895,2037.215,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}",50,100,0,1.666666667,8.164965809,6.871842709,2,3,1.666666667,-1.2931231,1,50,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,,,,,catch_1,0,,,4345.92,,,,"{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.5
3714606,26,Female,2,0,trial_11,,0,0,,13610.37,2773.27,786.66,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}",50,50,-6.666666667,-3.333333333,9.428090416,9.428090416,1,3,3.333333333,1.78E-15,2,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_12,,,0,,3186.48,986.565,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":2,""Seaweed"":1}",0,100,-10,-11.66666667,8.164965809,6.871842709,2,1,-1.666666667,-1.2931231,-1,100,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_13,,0,,,7346.93,,937.245,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":3,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}",100,0,-11.66666667,-13.33333333,8.975274679,7.453559925,2,1,-1.666666667,-1.521714754,-1,-100,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_14,,0,,,707.255,,514.97,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}",100,0,5,11.66666667,9.574271078,8.975274679,2,2,6.666666667,-0.598996399,0,-100,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_15,,1,0,,916.31,1125.05,1124.8,"{""FishSmall"":3,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":2,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}",50,100,6.666666667,10,9.428090416,8.164965809,1,2,3.333333333,-1.263124607,1,50,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_16,,1,,,974.81,,665.69,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":2}",50,0,-5,-3.333333333,9.574271078,7.453559925,2,2,1.666666667,-2.120711153,0,-50,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_17,,1,0,,8535.01,2901.505,5788.47,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}",100,100,8.333333333,3.333333333,8.975274679,9.428090416,3,3,-5,0.452815737,0,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_18,,0,0,,948.965,1860.175,1381.355,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":3,""Seaweed"":2}","{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",100,100,-11.66666667,3.333333333,8.975274679,7.453559925,2,2,15,-1.521714754,0,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_19,,,,,4142.285,,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":3,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":0,""CanBig"":4,""Seaweed"":2}",0,0,-11.66666667,-13.33333333,8.975274679,9.428090416,2,2,-1.666666667,0.452815737,0,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_20,,1,0,,3934.99,1061.06,1057.09,"{""FishSmall"":3,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",100,100,11.66666667,3.333333333,6.871842709,7.453559925,1,2,-8.333333333,0.581717216,1,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,,,,,catch_2,1,,,851.13,,,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":3,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":3,""Seaweed"":0}",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.5
3714606,26,Female,2,1,trial_21,,0,1,,3266.355,1117.04,1273.27,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}",100,100,-6.666666667,-5,9.428090416,9.574271078,1,2,1.666666667,0.146180662,1,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_22,,1,0,,767.21,1017.225,693.99,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":1}",100,100,-3.333333333,-6.666666667,9.428090416,9.428090416,3,1,-3.333333333,-1.78E-15,-2,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_23,,0,0,,670.23,1826.335,891.89,"{""FishSmall"":3,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":3}",100,50,6.666666667,-5,9.428090416,5,1,3,-11.66666667,-4.428090416,2,-50,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_24,,,1,,463.845,1649.43,,"{""FishSmall"":2,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}",0,100,10,-8.333333333,8.164965809,8.975274679,2,3,-18.33333333,0.810308869,1,100,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_25,,1,1,,2081.375,742.645,977.36,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":4,""Seaweed"":1}","{""FishSmall"":2,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}",0,100,-15,10,7.637626158,8.164965809,1,2,25,0.527339651,1,100,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_26,,0,,,462.525,,513.72,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",100,0,10,5,5.773502692,9.574271078,1,2,-5,3.800768386,1,-100,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,0,trial_27,,,,,1502.33,,,"{""FishSmall"":2,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",0,0,13.33333333,5,7.453559925,9.574271078,1,2,-8.333333333,2.120711153,1,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
3714606,26,Female,2,1,trial_28,,,,,562.985,,,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}",0,0,0,3.333333333,8.164965809,9.428090416,2,3,3.333333333,1.263124607,1,0,0.9,1435.8215,0.884615385,2,2,1,1,2,2,2,2,2,2,2,1,2,100,0.5
