subject_ID,age_in_years,age_in_months,gender,gender_coded,catch_trials_score,percent_comprehension,info_choice,combination_order,condition,catch_trials,fishing_choiceL,fishing_choiceR,RT_catch,RT_info_choice,RT_fishingR,RT_fishingL,uncertainty_level_1,uncertainty_level_2,uncertainty_level_L,uncertainty_level_R,delta_uncertainty_level
3525099,10,131,Female,1,50,0.9,1,0,cognitive_3,,,,,9677.805,,,4,3,4,3,-1
3525099,10,131,Female,1,50,0.9,1,1,cognitive_4,,,,,6532.375,,,4,3,3,4,1
3525099,10,131,Female,1,50,0.9,1,0,cognitive_5,,,,,4061.275,,,3,1,3,1,-2
3525099,10,131,Female,1,50,0.9,1,1,cognitive_6,,,,,7926.035,,,4,2,2,4,2
3525099,10,131,Female,1,50,0.9,0,1,cognitive_7,,,,,4265.645,,,3,1,1,3,2
3525099,10,131,Female,1,50,0.9,0,0,cognitive_8,,,,,15777.275,,,4,2,4,2,-2
3525099,10,131,Female,1,50,0.9,1,1,cognitive_9,,1,,,6447.785,,1878.265,4,1,1,4,3
3525099,10,131,Female,1,50,0.9,1,0,cognitive_10,,,,,23302.18,,,4,1,4,1,-3
3525099,10,131,Female,1,50,0.9,,0,catch_1,1,,,4638.41,,,,nan,nan,nan,nan,nan
3525099,10,131,Female,1,50,0.9,,0,catch_2,1,,,4967.22,,,,nan,nan,nan,nan,nan
3526162,7,122,Female,1,100,1,0,0,cognitive_1,,0,1,,4124.085,3967.86,3807.845,3,2,3,2,-1
3526162,7,122,Female,1,100,1,1,1,cognitive_2,,,1,,1483.485,3934.285,,3,2,2,3,1
3526162,7,122,Female,1,100,1,1,1,cognitive_3,,0,0,,2719.63,1976.82,3802.235,4,3,3,4,1
3526162,7,122,Female,1,100,1,1,1,cognitive_4,,,1,,75349.65,2378.3,,4,3,3,4,1
3526162,7,122,Female,1,100,1,1,1,cognitive_5,,,,,14969.275,,,3,1,1,3,2
3526162,7,122,Female,1,100,1,0,0,cognitive_6,,,1,,3171.145,3867.575,,4,2,4,2,-2
3526162,7,122,Female,1,100,1,1,1,cognitive_7,,1,0,,2527.29,3971.045,3952.105,3,1,1,3,2
3526162,7,122,Female,1,100,1,1,0,cognitive_8,,,,,4956.79,,,4,2,4,2,-2
3526162,7,122,Female,1,100,1,0,1,cognitive_9,,,1,,798.735,3074.07,,4,1,1,4,3
3526162,7,122,Female,1,100,1,1,1,cognitive_10,,,1,,803.6,3445.91,,4,1,1,4,3
3526162,7,122,Female,1,100,1,,0,catch_1,0,,,9580.39,,,,nan,nan,nan,nan,nan
3526162,7,122,Female,1,100,1,,0,catch_2,1,,,3892.465,,,,nan,nan,nan,nan,nan
3527649,10,131,Female,1,100,1,0,0,cognitive_1,,,,,7481,,,3,2,3,2,-1
3527649,10,131,Female,1,100,1,0,1,cognitive_2,,,,,8890,,,3,2,2,3,1
3527649,10,131,Female,1,100,1,0,0,cognitive_3,,,,,5566,,,4,3,4,3,-1
3527649,10,131,Female,1,100,1,0,0,cognitive_4,,,,,4981,,,4,3,4,3,-1
3527649,10,131,Female,1,100,1,1,1,cognitive_5,,,,,1062,,,3,1,1,3,2
3527649,10,131,Female,1,100,1,1,1,cognitive_6,,,,,3753,,,4,2,2,4,2
3527649,10,131,Female,1,100,1,0,0,cognitive_7,,,,,2179,,,3,1,3,1,-2
3527649,10,131,Female,1,100,1,0,0,cognitive_8,,,,,1542,,,4,2,4,2,-2
3527649,10,131,Female,1,100,1,1,1,cognitive_9,,,,,5113,,,4,1,1,4,3
3527649,10,131,Female,1,100,1,1,1,cognitive_10,,,,,1040,,,4,1,1,4,3
3527649,10,131,Female,1,100,1,,0,catch_1,0,,,1111,,,,nan,nan,nan,nan,nan
3527649,10,131,Female,1,100,1,,0,catch_2,1,,,1404,,,,nan,nan,nan,nan,nan
3527805,12,150,Female,1,100,1,0,0,cognitive_1,,,,,2550.9,,,3,2,3,2,-1
3527805,12,150,Female,1,100,1,0,0,cognitive_2,,,,,1433.7,,,3,2,3,2,-1
3527805,12,150,Female,1,100,1,1,0,cognitive_3,,,,,1429.37,,,4,3,4,3,-1
3527805,12,150,Female,1,100,1,1,1,cognitive_4,,,,,3858.045,,,4,3,3,4,1
3527805,12,150,Female,1,100,1,1,1,cognitive_5,,,,,4357.764999,,,3,1,1,3,2
3527805,12,150,Female,1,100,1,0,0,cognitive_6,,,,,4192.005,,,4,2,4,2,-2
3527805,12,150,Female,1,100,1,0,0,cognitive_7,,,,,3321.57,,,3,1,3,1,-2
3527805,12,150,Female,1,100,1,0,0,cognitive_8,,,,,7364.945,,,4,2,4,2,-2
3527805,12,150,Female,1,100,1,0,1,cognitive_9,,,,,1301.83,,,4,1,1,4,3
3527805,12,150,Female,1,100,1,1,1,cognitive_10,,,,,3309.889999,,,4,1,1,4,3
3527805,12,150,Female,1,100,1,,0,catch_1,0,,,5939.75,,,,nan,nan,nan,nan,nan
3527805,12,150,Female,1,100,1,,0,catch_2,1,,,6283.644999,,,,nan,nan,nan,nan,nan
3531239,12,149,Female,1,100,0.95,0,1,cognitive_1,,,,,4409.865,,,3,2,2,3,1
3531239,12,149,Female,1,100,0.95,1,0,cognitive_2,,,,,2175.3,,,3,2,3,2,-1
3531239,12,149,Female,1,100,0.95,1,1,cognitive_3,,,,,1849.88,,,4,3,3,4,1
3531239,12,149,Female,1,100,0.95,1,1,cognitive_4,,,,,1024.595,,,4,3,3,4,1
3531239,12,149,Female,1,100,0.95,0,1,cognitive_5,,,,,1093.695,,,3,1,1,3,2
3531239,12,149,Female,1,100,0.95,1,1,cognitive_6,,,,,1408.33,,,4,2,2,4,2
3531239,12,149,Female,1,100,0.95,0,0,cognitive_7,,,,,1328.39,,,3,1,3,1,-2
3531239,12,149,Female,1,100,0.95,1,0,cognitive_8,,,,,1437.26,,,4,2,4,2,-2
3531239,12,149,Female,1,100,0.95,0,0,cognitive_9,,1,,,1069.235,,1458.395,4,1,4,1,-3
3531239,12,149,Female,1,100,0.95,0,1,cognitive_10,,,,,1289.94,,,4,1,1,4,3
3531239,12,149,Female,1,100,0.95,,0,catch_1,0,,,3040.685,,,,nan,nan,nan,nan,nan
3531239,12,149,Female,1,100,0.95,,0,catch_2,1,,,2593.415,,,,nan,nan,nan,nan,nan
