subject_ID,age_in_years,age_in_months,gender,gender_coded,age_group,age_group_coded,info_choice,condition,catch_trials,fishing_choiceL,fishing_choiceR,RT_catch,RT_info_choice,RT_fishingL,RT_fishingR,items_countL,items_countR,agency_probL,agency_probR,EV_L,EV_R,EV_flashL,EV_flashR,SD_L,SD_R,uncertainty_level_L,uncertainty_level_R,delta_EV,delta_SD,delta_uncertainty_level,delta_agency,items_count_flashL,items_count_flashR,EV_at_fishingL,EV_at_fishingR,wob,avg_wob_RT,percent_comprehension,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,catch_trials_score,trial_number,prop_correct_fishing,fishing_rewardL,fishing_rewardR,fishing_rewardL_rational_fishing,fishing_rewardR_rational_fishing,avg_fishing_reward,avg_fishing_reward_rational_fishing,reward_EV_info,reward_EV_no_info,reward_uncertainty_info,reward_uncertainty_no_info,reward_agency_info,reward_agency_no_info
6493626,8,104,Male,1,9-Aug,2,1,trial_12,,1,,,19992.5,7488.5,,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}",50,0,-1.666666667,8.333333333,-6.666666667,16.66666667,6.871842709,8.975274679,3,3,10,2.103431969,0,-50,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",-1.666666667,16.66666667,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,12,0.96875,0,0,0,0,2.666666667,2.666666667,16.66666667,-1.666666667,3,0,0,0
6493626,8,104,Male,1,9-Aug,2,1,trial_13,,,,,10350.9,,,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",0,0,8.333333333,8.333333333,3.333333333,3.333333333,8.975274679,8.975274679,3,0,0,0,-3,0,"{""FishSmall"":1,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",8.333333333,3.333333333,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,13,0.96875,0,0,-20,0,2.666666667,2.666666667,3.333333333,8.333333333,0,0,0,0
6493626,8,104,Male,1,9-Aug,2,1,trial_14,,1,,,7817.4,5343.8,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}",50,0,-8.333333333,-3.333333333,0,16.66666667,6.871842709,9.428090416,2,3,5,2.556247706,1,-50,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",-8.333333333,16.66666667,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,14,0.96875,0,20,0,20,2.666666667,2.666666667,16.66666667,-8.333333333,3,0,20,0
6493626,8,104,Male,1,9-Aug,2,1,trial_15,,,,,24728.9,,2137.9,"{""FishSmall"":3,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}",0,0,1.666666667,11.66666667,-3.333333333,13.33333333,8.975274679,8.975274679,1,2,10,0,1,0,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",1.666666667,13.33333333,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,15,0.96875,10,10,-10,0,2.666666667,2.666666667,13.33333333,1.666666667,2,0,10,10
6493626,8,104,Male,1,9-Aug,2,1,trial_16,,1,0,,10197.5,10527.9,7888.4,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",100,100,-6.666666667,3.333333333,-3.333333333,6.666666667,4.714045208,7.453559925,2,2,10,2.739514717,0,0,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",-6.666666667,6.666666667,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,16,0.96875,0,-10,0,20,2.666666667,2.666666667,6.666666667,-6.666666667,2,0,-10,0
6493626,8,104,Male,1,9-Aug,2,1,trial_17,,,1,,7766.3,,1672.2,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}",0,100,-1.666666667,1.666666667,3.333333333,-3.333333333,6.871842709,6.871842709,3,3,3.333333333,0,0,100,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}",-1.666666667,-3.333333333,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,17,0.96875,0,0,0,0,2.666666667,2.666666667,-3.333333333,-1.666666667,3,0,0,0
6493626,8,104,Male,1,9-Aug,2,1,trial_18,,,0,,8425.9,,5342.2,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}",50,100,8.333333333,8.333333333,3.333333333,16.66666667,8.975274679,8.975274679,3,3,0,0,0,50,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",8.333333333,16.66666667,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,18,0.96875,0,10,-10,20,2.666666667,2.666666667,16.66666667,8.333333333,3,0,10,0
6493626,8,104,Male,1,9-Aug,2,0,trial_19,,1,,,7598.4,3871.2,,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",100,0,-3.333333333,13.33333333,-3.333333333,16.66666667,7.453559925,4.714045208,2,0,16.66666667,-2.739514717,-2,-100,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":1,""CanBig"":1,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",-3.333333333,13.33333333,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,19,0.96875,0,0,0,0,2.666666667,2.666666667,-3.333333333,13.33333333,2,0,0,0
6493626,8,104,Male,1,9-Aug,2,1,trial_20,,1,1,,7401.2,2242.8,2437.5,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":4,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":5,""CanBig"":0,""Seaweed"":1}",100,50,-16.66666667,-8.333333333,-16.66666667,-10,4.714045208,3.726779962,0,1,8.333333333,-0.987265245,1,-50,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":0}",-16.66666667,-10,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,20,0.96875,0,0,0,0,2.666666667,2.666666667,-10,-16.66666667,1,0,0,0
6493626,8,104,Male,1,9-Aug,2,,catch_2,1,,,3129.5,,,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":3,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":3,""Seaweed"":0}",0,0,,,,,,,,,,,,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":0,""CanBig"":3,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":0}",,,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,,0.96875,,,,,,,,,,,,
6493626,8,104,Male,1,9-Aug,2,0,trial_21,,,,,3658.2,,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":3}","{""FishSmall"":0,""FishBig"":4,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}",0,0,-8.333333333,13.33333333,-10,20,8.975274679,9.428090416,3,2,21.66666667,0.452815737,-1,0,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":0,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",-10,13.33333333,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,21,0.96875,-20,20,0,20,2.666666667,2.666666667,-10,13.33333333,3,0,-20,20
6493626,8,104,Male,1,9-Aug,2,0,trial_22,,,1,,6847.7,,10890.6,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}","{""FishSmall"":3,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}",0,100,-13.33333333,11.66666667,-13.33333333,20,7.453559925,6.871842709,1,1,25,-0.581717216,0,100,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",-13.33333333,11.66666667,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,22,0.96875,0,0,0,20,2.666666667,2.666666667,-13.33333333,11.66666667,1,0,0,0
6493626,8,104,Male,1,9-Aug,2,0,trial_23,,,,,6686.9,,,"{""FishSmall"":3,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}",50,0,6.666666667,-1.666666667,6.666666667,-3.333333333,9.428090416,8.975274679,1,1,-8.333333333,-0.452815737,0,-50,"{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}",6.666666667,-1.666666667,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,23,0.96875,0,-10,10,0,2.666666667,2.666666667,6.666666667,-1.666666667,1,0,0,-10
6493626,8,104,Male,1,9-Aug,2,0,trial_24,,,,,15692.6,,,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":4,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}",0,0,-5,-3.333333333,-3.333333333,3.333333333,7.637626158,9.428090416,1,3,1.666666667,1.790464258,2,0,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":0}",-3.333333333,-3.333333333,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,24,0.96875,-10,10,0,10,2.666666667,2.666666667,-3.333333333,-3.333333333,1,0,-10,10
6493626,8,104,Male,1,9-Aug,2,0,trial_25,,,1,,4292.1,3275.6,4087.4,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":4}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":1}",0,50,0,-6.666666667,-6.666666667,-13.33333333,11.54700538,9.428090416,4,1,-6.666666667,-2.118914968,-3,50,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":0}",-6.666666667,-6.666666667,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,25,0.96875,0,0,0,0,2.666666667,2.666666667,-6.666666667,-6.666666667,4,0,0,0
6493626,8,104,Male,1,9-Aug,2,1,trial_26,,,0,,9870.2,,2450.6,"{""FishSmall"":5,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",50,50,6.666666667,5,3.333333333,10,7.453559925,9.574271078,0,2,-1.666666667,2.120711153,2,0,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":2,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",6.666666667,10,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,26,0.96875,10,20,0,20,2.666666667,2.666666667,10,6.666666667,2,0,20,10
6493626,8,104,Male,1,9-Aug,2,1,trial_27,,,0,,9833.8,,2670.6,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":3,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}",50,50,-5,8.333333333,3.333333333,13.33333333,9.574271078,6.871842709,2,2,13.33333333,-2.702428368,0,0,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",-5,13.33333333,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,27,0.96875,0,20,10,20,2.666666667,2.666666667,13.33333333,-5,2,0,20,0
6493626,8,104,Male,1,9-Aug,2,1,trial_28,,0,1,,6632.1,3984.6,2928.1,"{""FishSmall"":3,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",100,50,11.66666667,5,10,-3.333333333,6.871842709,9.574271078,1,2,-6.666666667,2.702428368,1,-50,"{""FishSmall"":3,""FishBig"":0,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}",11.66666667,-3.333333333,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,28,0.96875,10,0,10,0,2.666666667,2.666666667,-3.333333333,11.66666667,2,0,0,10
6493626,8,104,Male,1,9-Aug,2,1,trial_29,,1,1,,10244.6,2865.9,2243.5,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":2,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":1}",100,100,-11.66666667,-6.666666667,-13.33333333,-13.33333333,6.871842709,9.428090416,1,1,5,2.556247706,0,0,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":0}",-11.66666667,-13.33333333,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,29,0.96875,0,0,0,0,2.666666667,2.666666667,-13.33333333,-11.66666667,1,0,0,0
6493626,8,104,Male,1,9-Aug,2,0,trial_30,,,1,,5160.9,2443.2,16014.9,"{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":4,""CanBig"":1,""Seaweed"":1}",0,50,3.333333333,-10,6.666666667,-13.33333333,9.428090416,5.773502692,3,1,-13.33333333,-3.654587724,-2,50,"{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":0}",6.666666667,-10,1,4242.12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,100,30,0.96875,0,0,0,0,2.666666667,2.666666667,6.666666667,-10,3,0,0,0
6493958,6,80,Female,2,7-Jun,1,1,trial_1,,,0,,8481,,7361.9,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":2,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":0,""CanBig"":5,""Seaweed"":1}",0,50,-11.66666667,-16.66666667,-13.33333333,-20,6.871842709,7.453559925,1,1,-5,0.581717216,0,50,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":0,""CanBig"":3,""Seaweed"":0}",-11.66666667,-20,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,1,0.75,0,-20,-10,0,3.166666667,3.166666667,-20,-11.66666667,1,0,-20,0
6493958,6,80,Female,2,7-Jun,1,0,trial_2,,,,,5603.5,,,"{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":1}",0,0,3.333333333,-6.666666667,-3.333333333,-13.33333333,7.453559925,9.428090416,2,1,-10,1.974530491,-1,0,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":0}",-3.333333333,-6.666666667,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,2,0.75,-10,-10,-10,0,3.166666667,3.166666667,-3.333333333,-6.666666667,2,0,-10,-10
6493958,6,80,Female,2,7-Jun,1,0,trial_3,,,,,6719.200001,,,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":3,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",50,0,6.666666667,6.666666667,-3.333333333,3.333333333,7.453559925,9.428090416,3,1,0,1.974530491,-2,-50,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":1,""CanBig"":1,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",-3.333333333,6.666666667,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,3,0.75,-10,0,0,0,3.166666667,3.166666667,-3.333333333,6.666666667,3,0,-10,0
6493958,6,80,Female,2,7-Jun,1,1,trial_4,,,,,2059.5,,,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":5,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",50,0,8.333333333,11.66666667,13.33333333,13.33333333,8.975274679,3.726779962,0,0,3.333333333,-5.248494716,0,-50,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",8.333333333,13.33333333,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,4,0.75,20,10,10,10,3.166666667,3.166666667,13.33333333,8.333333333,0,0,10,20
6493958,6,80,Female,2,7-Jun,1,1,trial_5,,,,,7542,,,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":3}",0,50,-3.333333333,-3.333333333,-6.666666667,3.333333333,9.428090416,9.428090416,3,3,0,0,0,50,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":0}",-3.333333333,3.333333333,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,5,0.75,10,0,-20,-20,3.166666667,3.166666667,3.333333333,-3.333333333,3,0,0,10
6493958,6,80,Female,2,7-Jun,1,0,trial_6,,0,,,2582.9,1879.5,,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",100,0,5,3.333333333,-3.333333333,13.33333333,9.574271078,7.453559925,2,2,-1.666666667,-2.120711153,0,-100,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",-3.333333333,3.333333333,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,6,0.75,10,0,0,0,3.166666667,3.166666667,-3.333333333,3.333333333,2,0,10,0
6493958,6,80,Female,2,7-Jun,1,0,trial_7,,,,,10578.9,,,"{""FishSmall"":4,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":2,""Seaweed"":2}",50,0,10,-10,10,-16.66666667,5.773502692,8.164965809,1,2,-20,2.391463117,1,-50,"{""FishSmall"":3,""FishBig"":0,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":0}",10,-10,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,7,0.75,0,-20,10,-10,3.166666667,3.166666667,10,-10,1,0,0,-20
6493958,6,80,Female,2,7-Jun,1,0,trial_8,,0,,,3474.9,1698.1,,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":3,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}",100,50,5,8.333333333,13.33333333,13.33333333,9.574271078,6.871842709,2,2,3.333333333,-2.702428368,0,-50,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",13.33333333,8.333333333,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,8,0.75,10,20,20,0,3.166666667,3.166666667,13.33333333,8.333333333,2,0,10,20
6493958,6,80,Female,2,7-Jun,1,0,trial_9,,0,,,1653.299999,1740.400002,,"{""FishSmall"":2,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":3,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}",100,50,13.33333333,8.333333333,16.66666667,-3.333333333,7.453559925,6.871842709,1,2,-5,-0.581717216,1,-50,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}",16.66666667,8.333333333,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,9,0.75,10,0,10,0,3.166666667,3.166666667,16.66666667,8.333333333,1,0,10,0
6493958,6,80,Female,2,7-Jun,1,1,trial_10,,1,0,,1987.6,7099.1,2156.299999,"{""FishSmall"":3,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",50,100,3.333333333,5,-6.666666667,3.333333333,7.453559925,9.574271078,2,2,1.666666667,2.120711153,0,50,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":1,""CanSmall"":0,""CanBig"":1,""Seaweed"":0}",3.333333333,3.333333333,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,10,0.75,0,10,-20,-20,3.166666667,3.166666667,3.333333333,3.333333333,2,0,10,0
6493958,6,80,Female,2,7-Jun,1,,catch_1,0,,,6455.6,,,,"{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",0,0,,,,,,,,,,,,,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",,,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,,0.75,,,,,,,,,,,,
6493958,6,80,Female,2,7-Jun,1,0,trial_11,,0,,,18291.4,4881,,"{""FishSmall"":2,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":3,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",50,0,13.33333333,6.666666667,10,6.666666667,7.453559925,9.428090416,1,1,-6.666666667,1.974530491,0,-50,"{""FishSmall"":0,""FishBig"":2,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",10,6.666666667,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,11,0.75,20,0,20,0,3.166666667,3.166666667,10,6.666666667,1,0,20,0
6493958,6,80,Female,2,7-Jun,1,1,trial_12,,,0,,1854.1,,1815.300001,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}","{""FishSmall"":3,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":1}",0,100,-5,6.666666667,-10,13.33333333,9.574271078,9.428090416,2,1,11.66666667,-0.146180662,-1,100,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",-5,13.33333333,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,12,0.75,0,10,-10,20,3.166666667,3.166666667,13.33333333,-5,1,0,10,0
6493958,6,80,Female,2,7-Jun,1,0,trial_13,,,,,4920.299999,,,"{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":3}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",50,0,3.333333333,5,10,-3.333333333,9.428090416,9.574271078,3,2,1.666666667,0.146180662,-1,-50,"{""FishSmall"":0,""FishBig"":2,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}",10,5,0.5,1669.06,0.807692308,2,2,2,2,2,1,0,2,2,2,1,1,2,100,13,0.75,20,-10,20,10,3.166666667,3.166666667,10,5,3,0,20,-10
