subject_ID,age_in_years,age_in_months,gender,gender_coded,age_group,age_group_coded,info_choice,condition,catch_trials,fishing_choiceL,fishing_choiceR,RT_catch,RT_info_choice,RT_fishingL,RT_fishingR,items_countL,items_countR,agency_probL,agency_probR,EV_L,EV_R,EV_flashL,EV_flashR,SD_L,SD_R,uncertainty_level_L,uncertainty_level_R,delta_EV,delta_SD,delta_uncertainty_level,delta_agency,items_count_flashL,items_count_flashR,EV_at_fishingL,EV_at_fishingR,wob,avg_wob_RT,percent_comprehension,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,catch_trials_score,trial_number,prop_correct_fishing,fishing_rewardL,fishing_rewardR,fishing_rewardL_rational_fishing,fishing_rewardR_rational_fishing,avg_fishing_reward,avg_fishing_reward_rational_fishing,reward_EV_info,reward_EV_no_info,reward_uncertainty_info,reward_uncertainty_no_info,reward_agency_info,reward_agency_no_info
6487920,5,60,Female,2,5-Apr,0,0,trial_21,,0,,,10683,6658,,"{""FishSmall"":1,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}",100,50,11.66666667,6.666666667,10,-6.666666667,8.975274679,7.453559925,2,3,-5,-1.521714754,1,-50,"{""FishSmall"":0,""FishBig"":2,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":1,""CanBig"":1,""Seaweed"":0}",10,6.666666667,1,9950.3,0.807692308,2,1,2,2,1,1,1,1,2,2,2,2,2,100,21,0.625,20,-10,-10,0,1.166666667,2.166666667,10,6.666666667,2,0,20,-10
6487920,5,60,Female,2,5-Apr,0,1,trial_22,,,0,,16977,,3470,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}",50,100,-3.333333333,5,0,6.666666667,7.453559925,9.574271078,2,2,8.333333333,2.120711153,0,50,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}",-3.333333333,6.666666667,1,9950.3,0.807692308,2,1,2,2,1,1,1,1,2,2,2,2,2,100,22,0.625,0,20,0,20,1.166666667,2.166666667,6.666666667,-3.333333333,2,0,20,0
6487920,5,60,Female,2,5-Apr,0,1,trial_23,,,,,4930,,,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":3}",0,0,-1.666666667,8.333333333,6.666666667,16.66666667,8.975274679,8.975274679,1,3,10,0,2,0,"{""FishSmall"":1,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}",-1.666666667,16.66666667,1,9950.3,0.807692308,2,1,2,2,1,1,1,1,2,2,2,2,2,100,23,0.625,0,10,0,0,1.166666667,2.166666667,16.66666667,-1.666666667,3,0,10,0
6487920,5,60,Female,2,5-Apr,0,0,trial_24,,,,,26003,,,"{""FishSmall"":2,""FishBig"":3,""CanSmall"":0,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}",0,0,13.33333333,-5,16.66666667,0,7.453559925,9.574271078,1,2,-18.33333333,2.120711153,1,0,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":0,""CanBig"":1,""Seaweed"":0}",16.66666667,-5,1,9950.3,0.807692308,2,1,2,2,1,1,1,1,2,2,2,2,2,100,24,0.625,10,-20,10,-20,1.166666667,2.166666667,16.66666667,-5,1,0,10,-20
6487920,5,60,Female,2,5-Apr,0,0,trial_25,,0,,,42521,3661,,"{""FishSmall"":4,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":2,""CanBig"":3,""Seaweed"":1}",100,50,13.33333333,-13.33333333,13.33333333,-16.66666667,4.714045208,7.453559925,0,1,-26.66666667,2.739514717,1,-50,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":0}",13.33333333,-13.33333333,1,9950.3,0.807692308,2,1,2,2,1,1,1,1,2,2,2,2,2,100,25,0.625,20,0,20,-20,1.166666667,2.166666667,13.33333333,-13.33333333,0,0,20,0
6487920,5,60,Female,2,5-Apr,0,0,trial_26,,0,,,12323,6847,,"{""FishSmall"":2,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":1,""Seaweed"":2}",50,0,10,-5,16.66666667,-3.333333333,8.164965809,9.574271078,2,2,-15,1.409305268,0,-50,"{""FishSmall"":1,""FishBig"":2,""CanSmall"":0,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}",16.66666667,-5,1,9950.3,0.807692308,2,1,2,2,1,1,1,1,2,2,2,2,2,100,26,0.625,20,0,20,10,1.166666667,2.166666667,16.66666667,-5,2,0,20,0
6487920,5,60,Female,2,5-Apr,0,0,trial_27,,,,,5492,,,"{""FishSmall"":3,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":1}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":4,""CanBig"":0,""Seaweed"":1}",0,0,1.666666667,-5,3.333333333,-10,8.975274679,7.637626158,1,1,-6.666666667,-1.33764852,0,0,"{""FishSmall"":2,""FishBig"":0,""CanSmall"":1,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":3,""CanBig"":0,""Seaweed"":0}",3.333333333,-5,1,9950.3,0.807692308,2,1,2,2,1,1,1,1,2,2,2,2,2,100,27,0.625,0,-10,-10,-10,1.166666667,2.166666667,3.333333333,-5,1,0,0,-10
6487920,5,60,Female,2,5-Apr,0,0,trial_28,,,,,24479,,,"{""FishSmall"":2,""FishBig"":1,""CanSmall"":1,""CanBig"":0,""Seaweed"":2}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":3,""CanBig"":1,""Seaweed"":1}",50,50,5,-6.666666667,-3.333333333,-3.333333333,9.574271078,9.428090416,2,1,-11.66666667,-0.146180662,-1,0,"{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}","{""FishSmall"":1,""FishBig"":0,""CanSmall"":2,""CanBig"":0,""Seaweed"":0}",-3.333333333,-6.666666667,1,9950.3,0.807692308,2,1,2,2,1,1,1,1,2,2,2,2,2,100,28,0.625,0,-10,0,-10,1.166666667,2.166666667,-3.333333333,-6.666666667,2,0,0,-10
6487920,5,60,Female,2,5-Apr,0,1,trial_29,,,1,,9639,,5085,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":0,""CanBig"":4,""Seaweed"":2}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":4,""Seaweed"":1}",50,100,-13.33333333,-15,-6.666666667,-16.66666667,9.428090416,7.637626158,2,1,-1.666666667,-1.790464258,-1,50,"{""FishSmall"":0,""FishBig"":1,""CanSmall"":0,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":0}",-13.33333333,-16.66666667,1,9950.3,0.807692308,2,1,2,2,1,1,1,1,2,2,2,2,2,100,29,0.625,0,0,0,0,1.166666667,2.166666667,-16.66666667,-13.33333333,1,0,0,0
6487920,5,60,Female,2,5-Apr,0,0,trial_30,,1,,,27384,10089,,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":0,""CanBig"":5,""Seaweed"":1}","{""FishSmall"":3,""FishBig"":1,""CanSmall"":0,""CanBig"":0,""Seaweed"":2}",50,50,-16.66666667,8.333333333,-16.66666667,0,7.453559925,6.871842709,1,2,25,-0.581717216,1,0,"{""FishSmall"":0,""FishBig"":0,""CanSmall"":1,""CanBig"":2,""Seaweed"":0}","{""FishSmall"":2,""FishBig"":0,""CanSmall"":0,""CanBig"":1,""Seaweed"":0}",-16.66666667,8.333333333,1,9950.3,0.807692308,2,1,2,2,1,1,1,1,2,2,2,2,2,100,30,0.625,0,10,0,10,1.166666667,2.166666667,-16.66666667,8.333333333,1,0,0,10
